"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"pecat dia","18","1","2025-10-09T04:58:52.000Z","rezkiadiferatama","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6994873503560467483","7559081973277770497","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cd33b1422687f514f90321bbc4f281b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01b57974&x-expires=1763467200&x-signature=6Z7IJmcvJMmy19iAF4arMpk8ru4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","57","5","2025-10-09T03:04:32.000Z","hasanmhs66","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6959036325739856902","7559052532594246418","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b3b83166d989f122030f498a8f5fba3b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55d52d31&x-expires=1763467200&x-signature=3aT2PURFfuAt%2B17ywTaXdR2h6BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bahlil niat nya uda bener jual bensin sampah agar kendaraan motor di indo pada rusak semua, jadi ramah lingkungan karena gak ada motor/mobil yang jalan 🤤","65","28","2025-10-09T02:38:07.000Z","f.surbakti","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7308406597511578626","7559045703663420168","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cd03100568561d72fa608a50d138c388~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eabc19cd&x-expires=1763467200&x-signature=w3ql%2BYw4f87gqqDzPvKYcjz41R4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Good job my minister, I have already approved the policy on fuel containing ethanol, just continue with it, little one.","43","2","2025-10-09T02:01:01.000Z","wargasipil129924","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7514202585126700040","7559036115300451079","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/32a876de06ed1c9387022563cbfd09c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7f0f63f7&x-expires=1763467200&x-signature=qz%2BKr2MkTyZDMI9htNDn%2BJptVoA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kapan nih silaturahmi k remah Bahlil 🤭","701","48","2025-10-09T02:41:47.000Z","aryalubis93","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7249635198148707334","7559046562162721552","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7249638200074108934~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2a6da303&x-expires=1763467200&x-signature=cKETuWSd9Z1k1GxZ7B5ZlyPfONg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kacau pejabat2 kt","9","1","2025-10-09T05:11:08.000Z","antonisteven09","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6999148608982746114","7559085122588427026","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cba0f83227f376fbb2e2e27b6de0bcf0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5f4453c4&x-expires=1763467200&x-signature=itg%2BjIYnQTvTL08R1jMCzi5ltEE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bahlil : Misi sedang dilaksanakan boss","1083","11","2025-10-09T04:38:01.000Z","liyana.zahirah04","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7344931742065198085","7559076608347669266","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9ad059de9aefbd40214950d14387202c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b98c8f3&x-expires=1763467200&x-signature=SOtsVdp7NVg%2FM%2BHmEFnzIvJxsek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalau tujuannya gak banyak impor apa susah nya bangun kilang di negara sendiri dari pada mencampur etanol😹","673","13","2025-10-09T02:45:51.000Z","77777777777e","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6957915441125770246","7559047678363157256","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4b637c25b47d9fc570d36fccd0ef7599~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1e286a3a&x-expires=1763467200&x-signature=97UgpCrBcE1iHdZlJUR%2Bkph4fc4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bahlil B nya apa?","7","3","2025-10-09T05:17:03.000Z","28_dsbrr","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6994704404785349633","7559086659544875794","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4b6342308c97e74391c80d9245ae832a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d06981ab&x-expires=1763467200&x-signature=1APGhoHejhK7sd1iUdJE88v0odE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ayo kita TURUN KEMBALI KEJALAN","216","10","2025-10-09T03:22:52.000Z","ilham_._m","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7366971059721946128","7559057247696192274","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/451512dd5bfc7dd95deacfbdd6c88793~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e82d4206&x-expires=1763467200&x-signature=dQUmyjVJmKZb4xzptFAYf5nABJw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sekalinya ngomong bikin emosi orang😂😂😂","18","1","2025-10-09T08:26:54.000Z","syt207","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6952860318365467649","7559135581734306576","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5b5bf81ee153e2942c964cb145a437d2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=93c8dbd6&x-expires=1763467200&x-signature=%2Bjn285rZjKpRlXSmQDke2C6Jp7g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"untuk bersih","42","1","2025-10-09T03:31:20.000Z","tengku_naqiuddin","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7042514955258184731","7559059427131998996","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6843a93a899a58d051a53561e858e0be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a14736d&x-expires=1763467200&x-signature=2uKtN1M7IUL6ykhFvXkpx7ewwSI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ada ya mentri kek gini","10","2","2025-10-09T09:26:23.000Z","jekjek0360","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7149502712883102722","7559150912453231368","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e3a3a50cd5a3d79a741cfeb3e50c93e8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7ed091c&x-expires=1763467200&x-signature=x4tmxRm46Bmi2F3jfCvVG6DZJwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bahlil B nya apa guys?","4068","1305","2025-10-09T02:32:37.000Z","user204838xd2","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7018615923016057882","7559044304036102919","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/734e49050a2fc1a9074f4b62ebecbe2a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f511ebbe&x-expires=1763467200&x-signature=5WLBM7%2BKLuUeitDIM6xzCxYS4UQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"fungsi Bahlil di Kementerian apa sih?","12","5","2025-10-10T04:21:22.000Z","aspgwn0107","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7243073880716674053","7559443396294804245","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6b16b3cf3bd816cb5fe3532dfae59454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e965e7a8&x-expires=1763467200&x-signature=BByDejrZg7g1r1C8hOh8KZuaKkc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"terang terangan gini anjir 🗿","2091","13","2025-10-09T03:27:55.000Z","rohimnursodik93","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6995222175644926982","7559058542671741704","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3b8877a440be9af249fdabeef9b10b91~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=552e5d88&x-expires=1763467200&x-signature=sLsltGPWF6W6LLy9bNTDWu3Old0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bahlil b nya apa? BELERRR","42","10","2025-10-09T03:21:15.000Z","rfky.achmd","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7286900989381805061","7559056797438771975","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1df6734af5f30cc1a1d2b0b04716356c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9f485eca&x-expires=1763467200&x-signature=xgHsPQh%2FU7AwPQO3wmQ69uSY6Hs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","10","0","2025-10-09T03:57:31.000Z","alfarobatasena","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6848959551157765122","7559066163788301073","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/55d0a1febff11116a05385c8ec1b4336~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1259063c&x-expires=1763467200&x-signature=6Ae7bgv6bcsFUXvftdl096tRmic%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bahlil setelah berhasil membuat 10% ETATOL","26","3","2025-10-09T04:05:53.000Z","tubuniboruhombing2004","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7367387698233492497","7559068309263844113","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c5e209b988ac5260bd284631f314bda0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8644d3e2&x-expires=1763467200&x-signature=OAZX8ufp%2B%2FLrtO2MpvHD%2BXKQygA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Pertamina rugi ❌
rakyat rugi ✅","8","0","2025-10-10T13:35:49.000Z","indrajaya609","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6792554272312607746","7559586287783084818","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/31b7b9e4877bfdc562ca99f2bab5fa42~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=75c47fcd&x-expires=1763467200&x-signature=ZPJXHSZqYv7mMUe0Krwe8zGqgr0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bahlil ama Bahlul apa bedanya dah serius gw nanya😭🤣","2997","123","2025-10-09T01:53:32.000Z","whysmushoffa35","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6894469115458274305","7559034197038990100","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e4f4d3065aea3297be43f8754e47a303~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=126463dd&x-expires=1763467200&x-signature=0WKc%2BxUv52vTEnQjEfkw6zdOzoc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"akun bahlil komennya diprivat takut dia😆","774","6","2025-10-28T12:24:57.000Z","acuancio","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7495000154526434321","7566246957523485447","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1b2d693c8588ad69223fafe967b35753~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac09c940&x-expires=1763467200&x-signature=LhazsHwq7sp6Lmv1wegrUOyXsIw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pak persiden tolong ganti BAHLIL 😳","7","0","2025-10-09T13:38:52.000Z","bertha.todingbua","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7526463966081106960","7559215942691406593","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/59c3793357297aebb0796c8e433efde0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e12078c6&x-expires=1763467200&x-signature=pbnfDVyNqJxK5mUdroa1F42lff4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Sebutin nama lengkap Bahlil","6","0","2025-10-09T21:20:04.000Z","holisjoma","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6852148717513409538","7559334796116296456","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/61041ccd88ecbb6fde41a730967bcf9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2875516e&x-expires=1763467200&x-signature=3spmUznO8NMLG2MeLGuUi86Pi4w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bahlil bikin 1 keputusan kiamat maju selangkah","5","0","2025-10-09T12:59:24.000Z","dpdlyn","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6980901515083432961","7559205829367415570","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/15ac9c3a3493373b6c316e17fe1939f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=020dc27e&x-expires=1763467200&x-signature=BpEZWYt%2Bb1dAx4xf%2Fswo0EcI%2F6A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dia bicara ramah lingkungan sementara raja Ampat dibikin hancur","9","0","2025-10-09T12:16:05.000Z","view12318","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7305754433459454982","7559194645974254343","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/834eaf1dfb0c43c33c8913790b2a2faa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98e181be&x-expires=1763467200&x-signature=nCtodau1w6uAH0cD5daqXzqp4Yc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"utk kendaraan bpk saja smua","5","0","2025-10-09T06:56:47.000Z","uciha_1taci","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6965699799535354882","7559110690167980801","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5458dee58c31d8f1f6ee0a2704a45385~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a16daec0&x-expires=1763467200&x-signature=%2FoY74vpiEmqxbTuqXzLNEvgp%2FiI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"LIHAT NOH","21","0","2025-10-13T06:10:11.000Z","tobelonelyl","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7187670246601442306","7560584694439609095","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/45124b263f985d306d90e73febbccccf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=46beefd5&x-expires=1763467200&x-signature=E3xhllEwRRAUcFuCLaqcObiCdVU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bahlil = BAHLUL 😂🤣😂🤣😂🤣","5","0","2025-10-09T08:23:23.000Z","affanajja325","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7139433079706272794","7559134670223622928","https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7139433504525271067~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d5060f3&x-expires=1763467200&x-signature=voGOVTbkz3RSNjb8c6KqW6Vzcvg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"beli motor mahal2, bensin nya di campur etanol🤣","8","0","2025-10-09T08:42:34.000Z","dinarre90","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7360666177742439430","7559139638687138568","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c7b65b4beaf6908765dc7acbc04e85dd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73c2c5ee&x-expires=1763467200&x-signature=3MBun6Yzpi%2BsQknywCKMH%2FjmeQI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"PERMASALAHANNYA, KOMPOSISI ETANOL ""LEBIH DARI 10%"" PADA BENSIN","5","0","2025-10-09T05:59:45.000Z","hunter.melianco","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7260388857346196486","7559097659790574337","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cc5d70efd8dde4ddc06ea34d0a5a9995~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=286c0b9d&x-expires=1763467200&x-signature=694UjDfbRSXTvHXH8LQX3rlmsTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Apa perlu demo lagi?","9","0","2025-10-09T06:21:11.000Z","askskskskskjssjf","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6945770447116502017","7559103181952385800","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f0e15d880e2037d4d4df53f1e37ca606~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=16d447c1&x-expires=1763467200&x-signature=byG%2FKG8g9dIv5XyG1Sn1fJwHrtY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"segera diganti bpk Prabowo bahlil ini","30","4","2025-10-09T03:11:38.000Z","dzainn12","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6979508985146442753","7559054347083367175","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5b67dd584f5ef6a777c10174b315ba3c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1e4213a6&x-expires=1763467200&x-signature=fWvPgHUp8kXv0IMkrKqRfuG4wDQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yokkk demoo lagii demooo lagii","7","0","2025-10-09T05:20:39.000Z","fixx869","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7436316643817849877","7559087604516389639","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4ffe06e15bd3f48f48f410025e96e810~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5c95ddd&x-expires=1763467200&x-signature=iS2J%2B%2BnuNqd1A7ZS4wgYDJsD98I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"dukun bahlil kuat bener dah kaga diganti ganti","12","0","2025-10-09T04:18:22.000Z","torac1no","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6807101903261008898","7559071552076481288","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/09d6db341ac0a29fdfffc06f7503b0fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0011bca9&x-expires=1763467200&x-signature=i0ORw6xcyIQd%2FcnQhOqP23kAMSI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"bahlil kalo pulang lewat mana si","9","2","2025-10-09T11:04:18.000Z","mas_jen16","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7221542383238185985","7559176153232851730","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/50204135b2784213627951a81aefa599~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f37320b9&x-expires=1763467200&x-signature=4XSQ3XK6Jy7uiJqm6Pie8xgkuvE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"info yang punya sniper 🥰","6","0","2025-10-09T03:35:41.000Z","pull3431","https://www.tiktok.com/@dj_donny/video/7559032838645894408","7164330493499311131","7559060533971665682","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/367d6dec5a11ab43043c83d24cce2de4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b70a0592&x-expires=1763467200&x-signature=SnrZR2uGdPYj4aYEf2Vk8bx7YdU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"dari buku panduan","11","0","2025-10-12T14:14:00.000Z","priaedisiterbatas","https://www.tiktok.com/@dj_donny/video/7559032838645894408","6561240448257949697","7560338313799697170","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a0eeb2a2f0c9f1686f0cefbca484650d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54a87083&x-expires=1763467200&x-signature=IweBvZta0MNefISknL8GoSUntXs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
